"ADM1_NAME","ADM2_NAME","Year","Female_0-19_Population","Female_20-59_Population","Female_60+_Population","Male_0-19_Population","Male_20-59_Population","Male_60+_Population"
"OROMIYA","GUJI",2001,359624,181989,18039,356001,184253,17365
"OROMIYA","GUJI",2002,377018,191629,18954,373168,193485,18204
"OROMIYA","GUJI",2003,395133,201791,19940,391094,203232,19093
"OROMIYA","GUJI",2004,414142,212200,20988,410008,213197,20035
"OROMIYA","GUJI",2005,434750,222086,22119,430397,222909,21051
"OROMIYA","GUJI",2006,455575,232976,23322,451081,233679,22125
"OROMIYA","GUJI",2007,476779,244917,24623,472229,245485,23288
"OROMIYA","GUJI",2008,498752,257486,26019,494155,257899,24525
"OROMIYA","GUJI",2009,521540,270722,27513,516923,270896,25859
"OROMIYA","GUJI",2010,545094,284783,29103,540485,284541,27282
"OROMIYA","GUJI",2011,569218,299483,30792,564636,298850,28794
"OROMIYA","GUJI",2012,594128,314682,32589,589597,313719,30409
"OROMIYA","GUJI",2013,619689,330725,34497,615219,329346,32112
"OROMIYA","GUJI",2014,645920,347582,36518,641540,345726,33917
"OROMIYA","GUJI",2015,672704,365390,38658,668443,362927,35814
"OROMIYA","GUJI",2016,700034,384088,40915,695917,380995,37829
"OROMIYA","GUJI",2017,727728,403757,43313,723789,399942,39947
"OROMIYA","GUJI",2018,755698,424358,45834,751954,419785,42165
"OROMIYA","GUJI",2019,783952,445826,48489,780382,440488,44472
"OROMIYA","GUJI",2020,812512,468036,51266,809087,462009,46886
"OROMIYA","HORO GUDRU WELEGA",2000,148677,92477,11948,144014,94135,9951
"OROMIYA","HORO GUDRU WELEGA",2001,152853,95410,12290,148012,96865,10211
"OROMIYA","HORO GUDRU WELEGA",2002,157078,98467,12652,152065,99719,10482
"OROMIYA","HORO GUDRU WELEGA",2003,161366,101638,13035,156184,102680,10774
"OROMIYA","HORO GUDRU WELEGA",2004,165781,104766,13428,160478,105582,11069
"OROMIYA","HORO GUDRU WELEGA",2005,170640,107527,13852,165152,108189,11381
"OROMIYA","HORO GUDRU WELEGA",2006,175292,110582,14292,169634,111141,11714
"OROMIYA","HORO GUDRU WELEGA",2007,179783,113939,14769,173985,114402,12063
"OROMIYA","HORO GUDRU WELEGA",2008,184305,117389,15272,178374,117740,12444
"OROMIYA","HORO GUDRU WELEGA",2009,188868,120925,15796,182805,121156,12834
"OROMIYA","HORO GUDRU WELEGA",2010,193439,124575,16344,187253,124667,13247
"OROMIYA","HORO GUDRU WELEGA",2011,197928,128311,16912,191636,128246,13682
"OROMIYA","HORO GUDRU WELEGA",2012,202418,132059,17502,196026,131832,14130
"OROMIYA","HORO GUDRU WELEGA",2013,206835,135932,18112,200361,135521,14597
"OROMIYA","HORO GUDRU WELEGA",2014,211190,139901,18743,204649,139276,15079
"OROMIYA","HORO GUDRU WELEGA",2015,215441,144027,19392,208842,143125,15570
"OROMIYA","HORO GUDRU WELEGA",2016,219561,148263,20059,212918,147081,16076
"OROMIYA","HORO GUDRU WELEGA",2017,223500,152596,20744,216822,151156,16599
"OROMIYA","HORO GUDRU WELEGA",2018,227234,157028,21452,220531,155315,17121
"OROMIYA","HORO GUDRU WELEGA",2019,230769,161511,22173,224060,159525,17651
"OROMIYA","HORO GUDRU WELEGA",2020,234138,165974,22905,227397,163752,18193
"OROMIYA","ILU ABA BORA",2000,307001,201089,28741,299030,201921,23794
"OROMIYA","ILU ABA BORA",2001,317790,208637,29694,309473,208998,24525
"OROMIYA","ILU ABA BORA",2002,328885,216656,30688,320286,216519,25320
"OROMIYA","ILU ABA BORA",2003,340379,225039,31750,331521,224426,26160
"OROMIYA","ILU ABA BORA",2004,352435,233547,32884,343393,232428,27058
"OROMIYA","ILU ABA BORA",2005,365683,241498,34101,356382,240038,28004
"OROMIYA","ILU ABA BORA",2006,378863,250274,35390,369352,248602,29003
"OROMIYA","ILU ABA BORA",2007,392160,259936,36776,382453,258089,30076
"OROMIYA","ILU ABA BORA",2008,405926,270105,38251,396061,268072,31227
"OROMIYA","ILU ABA BORA",2009,420246,280797,39802,410240,278577,32451
"OROMIYA","ILU ABA BORA",2010,435102,292130,41447,425007,289706,33761
"OROMIYA","ILU ABA BORA",2011,450353,304054,43135,440214,301471,35135
"OROMIYA","ILU ABA BORA",2012,466201,316489,44915,456093,313775,36599
"OROMIYA","ILU ABA BORA",2013,482614,329722,46770,472576,326909,38138
"OROMIYA","ILU ABA BORA",2014,499688,343755,48724,489774,340865,39758
"OROMIYA","ILU ABA BORA",2015,517411,358766,50763,507681,355734,41459
"OROMIYA","ILU ABA BORA",2016,535832,374747,52915,526314,371717,43243
"OROMIYA","ILU ABA BORA",2017,554893,391832,55168,545658,388916,45126
"OROMIYA","ILU ABA BORA",2018,574673,410058,57511,565773,407369,47079
"OROMIYA","ILU ABA BORA",2019,595307,429453,59942,586791,427148,49128
"OROMIYA","ILU ABA BORA",2020,616989,450002,62472,608882,448322,51263
"OROMIYA","JIMA SPECIAL ZONE",2000,25095,25636,2437,21194,31396,1736
"OROMIYA","JIMA SPECIAL ZONE",2001,25733,26419,2506,21735,32264,1779
"OROMIYA","JIMA SPECIAL ZONE",2002,26383,27226,2577,22284,33154,1824
"OROMIYA","JIMA SPECIAL ZONE",2003,27034,28056,2651,22832,34077,1870
"OROMIYA","JIMA SPECIAL ZONE",2004,27722,28871,2731,23418,34971,1920
"OROMIYA","JIMA SPECIAL ZONE",2005,28573,29558,2818,24115,35735,1974
"OROMIYA","JIMA SPECIAL ZONE",2006,29338,30321,2906,24747,36611,2029
"OROMIYA","JIMA SPECIAL ZONE",2007,30032,31161,3001,25324,37589,2087
"OROMIYA","JIMA SPECIAL ZONE",2008,30738,32012,3101,25909,38570,2147
"OROMIYA","JIMA SPECIAL ZONE",2009,31453,32877,3203,26499,39563,2213
"OROMIYA","JIMA SPECIAL ZONE",2010,32152,33778,3311,27076,40587,2278
"OROMIYA","JIMA SPECIAL ZONE",2011,32849,34674,3420,27649,41599,2348
"OROMIYA","JIMA SPECIAL ZONE",2012,33570,35550,3535,28242,42573,2419
"OROMIYA","JIMA SPECIAL ZONE",2013,34274,36442,3652,28822,43564,2491
"OROMIYA","JIMA SPECIAL ZONE",2014,34962,37347,3773,29392,44564,2565
"OROMIYA","JIMA SPECIAL ZONE",2015,35612,38283,3895,29932,45590,2641
"OROMIYA","JIMA SPECIAL ZONE",2016,36229,39232,4021,30449,46631,2718
"OROMIYA","JIMA SPECIAL ZONE",2017,36796,40200,4151,30929,47690,2796
"OROMIYA","JIMA SPECIAL ZONE",2018,37314,41177,4283,31370,48763,2874
"OROMIYA","JIMA SPECIAL ZONE",2019,37787,42152,4415,31777,49833,2951
"OROMIYA","JIMA SPECIAL ZONE",2020,38229,43109,4549,32155,50893,3029
"OROMIYA","JIMMA",2000,627579,427188,47557,617241,426359,48772
"OROMIYA","JIMMA",2001,642568,438506,48729,631779,436323,49827
"OROMIYA","JIMMA",2002,657606,450392,49975,646495,446795,50974
"OROMIYA","JIMMA",2003,672841,462637,51295,661460,457646,52195
"OROMIYA","JIMMA",2004,688511,474720,52698,677027,468239,53481
"OROMIYA","JIMMA",2005,705643,485396,54222,693976,477744,54850
"OROMIYA","JIMMA",2006,721904,497199,55830,710136,488496,56281
"OROMIYA","JIMMA",2007,737583,510157,57559,725738,500402,57816
"OROMIYA","JIMMA",2008,753210,523535,59388,741349,512607,59441
"OROMIYA","JIMMA",2009,768851,537285,61303,757017,525078,61171
"OROMIYA","JIMMA",2010,784445,551434,63299,772687,537975,62993
"OROMIYA","JIMMA",2011,799538,565986,65339,787927,551108,64878
"OROMIYA","JIMMA",2012,814437,580662,67446,803037,564257,66842
"OROMIYA","JIMMA",2013,828957,595809,69630,817826,577775,68867
"OROMIYA","JIMMA",2014,843171,611271,71878,832357,591516,70958
"OROMIYA","JIMMA",2015,856973,627118,74211,846502,605481,73092
"OROMIYA","JIMMA",2016,870176,643370,76618,860075,619850,75275
"OROMIYA","JIMMA",2017,882572,659992,79094,872851,634622,77513
"OROMIYA","JIMMA",2018,894121,676882,81615,884782,649600,79757
"OROMIYA","JIMMA",2019,904867,693898,84179,895890,664655,82012
"OROMIYA","JIMMA",2020,914865,710867,86788,906218,679633,84270
"OROMIYA","KELEM WELEGA",2000,195186,125380,15851,188430,132349,14191
"OROMIYA","KELEM WELEGA",2001,202004,130085,16404,194973,136887,14649
"OROMIYA","KELEM WELEGA",2002,208955,135041,16994,201679,141666,15144
"OROMIYA","KELEM WELEGA",2003,216084,140182,17611,208571,146631,15662
"OROMIYA","KELEM WELEGA",2004,223486,145347,18276,215777,151587,16219
"OROMIYA","KELEM WELEGA",2005,231573,150072,18971,223573,156212,16796
"OROMIYA","KELEM WELEGA",2006,239486,155264,19721,231222,161357,17409
"OROMIYA","KELEM WELEGA",2007,247298,160922,20527,238798,166986,18065
"OROMIYA","KELEM WELEGA",2008,255246,166787,21372,246515,172805,18755
"OROMIYA","KELEM WELEGA",2009,263360,172859,22266,254390,178796,19488
"OROMIYA","KELEM WELEGA",2010,271605,179166,23205,262418,184976,20264
"OROMIYA","KELEM WELEGA",2011,279823,185680,24174,270436,191367,21074
"OROMIYA","KELEM WELEGA",2012,288131,192305,25179,278553,197869,21924
"OROMIYA","KELEM WELEGA",2013,296454,199187,26239,286704,204612,22808
"OROMIYA","KELEM WELEGA",2014,304804,206296,27334,294902,211532,23725
"OROMIYA","KELEM WELEGA",2015,313126,213691,28477,303095,218633,24680
"OROMIYA","KELEM WELEGA",2016,321373,221331,29674,311222,226010,25661
"OROMIYA","KELEM WELEGA",2017,329454,229228,30928,319211,233646,26685
"OROMIYA","KELEM WELEGA",2018,337342,237362,32219,327022,241495,27730
"OROMIYA","KELEM WELEGA",2019,345041,245677,33545,334651,249516,28798
"OROMIYA","KELEM WELEGA",2020,352563,254118,34911,342103,257676,29886
"OROMIYA","NORTH SHEWA",2000,368390,260515,43814,362831,260314,34239
"OROMIYA","NORTH SHEWA",2001,375777,266537,44759,369992,265576,34867
"OROMIYA","NORTH SHEWA",2002,383091,272827,45756,377134,271090,35545
"OROMIYA","NORTH SHEWA",2003,390404,279238,46795,384304,276756,36259
"OROMIYA","NORTH SHEWA",2004,397923,285442,47902,391756,282151,37013
"OROMIYA","NORTH SHEWA",2005,406396,290575,49071,400078,286613,37794
"OROMIYA","NORTH SHEWA",2006,414174,296324,50289,407752,291841,38609
"OROMIYA","NORTH SHEWA",2007,421437,302680,51608,414937,297736,39491
"OROMIYA","NORTH SHEWA",2008,428619,309147,52983,422057,303665,40411
"OROMIYA","NORTH SHEWA",2009,435713,315723,54417,429120,309642,41390
"OROMIYA","NORTH SHEWA",2010,442615,322508,55905,436011,315791,42405
"OROMIYA","NORTH SHEWA",2011,449187,329358,57425,442629,321920,43458
"OROMIYA","NORTH SHEWA",2012,455613,336121,58995,449129,327869,44557
"OROMIYA","NORTH SHEWA",2013,461723,343037,60612,455357,333933,45682
"OROMIYA","NORTH SHEWA",2014,467554,350022,62269,461341,340014,46834
"OROMIYA","NORTH SHEWA",2015,473033,357114,63974,466994,346160,48006
"OROMIYA","NORTH SHEWA",2016,478076,364360,65711,472231,352427,49198
"OROMIYA","NORTH SHEWA",2017,482541,371722,67504,476901,358827,50409
"OROMIYA","NORTH SHEWA",2018,486446,379137,69306,481024,365247,51620
"OROMIYA","NORTH SHEWA",2019,489806,386497,71120,484606,371634,52828
"OROMIYA","NORTH SHEWA",2020,492690,393695,72950,487674,377906,54025
"OROMIYA","SOUTH WEST SHEWA",2000,271971,186989,25990,270039,191116,21750
"OROMIYA","SOUTH WEST SHEWA",2001,279578,192860,26755,277495,196629,22304
"OROMIYA","SOUTH WEST SHEWA",2002,287255,199005,27552,285073,202420,22903
"OROMIYA","SOUTH WEST SHEWA",2003,295046,205362,28399,292776,208421,23538
"OROMIYA","SOUTH WEST SHEWA",2004,303095,211670,29292,300816,214338,24213
"OROMIYA","SOUTH WEST SHEWA",2005,311957,217297,30238,309633,219665,24912
"OROMIYA","SOUTH WEST SHEWA",2006,320448,223496,31241,318089,225672,25649
"OROMIYA","SOUTH WEST SHEWA",2007,328677,230268,32311,326290,232316,26431
"OROMIYA","SOUTH WEST SHEWA",2008,336964,237255,33447,334577,239121,27265
"OROMIYA","SOUTH WEST SHEWA",2009,345314,244438,34636,342931,246081,28148
"OROMIYA","SOUTH WEST SHEWA",2010,353664,251907,35882,351314,253299,29077
"OROMIYA","SOUTH WEST SHEWA",2011,361879,259551,37173,359603,260639,30042
"OROMIYA","SOUTH WEST SHEWA",2012,370111,267269,38526,367942,267984,31057
"OROMIYA","SOUTH WEST SHEWA",2013,378220,275228,39921,376187,275545,32109
"OROMIYA","SOUTH WEST SHEWA",2014,386243,283417,41364,384375,283265,33196
"OROMIYA","SOUTH WEST SHEWA",2015,394093,291876,42861,392401,291194,34313
"OROMIYA","SOUTH WEST SHEWA",2016,401728,300582,44406,400231,299361,35460
"OROMIYA","SOUTH WEST SHEWA",2017,409035,309536,46019,407734,307778,36648
"OROMIYA","SOUTH WEST SHEWA",2018,415981,318692,47657,414889,316366,37845
"OROMIYA","SOUTH WEST SHEWA",2019,422596,327969,49335,421703,325095,39066
"OROMIYA","SOUTH WEST SHEWA",2020,428905,337259,51051,428196,333904,40297
"OROMIYA","WEST ARSI",2000,505798,286378,24966,496764,267258,23159
"OROMIYA","WEST ARSI",2001,525706,298479,25967,516200,277696,24024
"OROMIYA","WEST ARSI",2002,546165,311241,27028,536253,288709,24950
"OROMIYA","WEST ARSI",2003,567239,324571,28157,556978,300228,25928
"OROMIYA","WEST ARSI",2004,589183,338043,29353,578680,311760,26967
"OROMIYA","WEST ARSI",2005,612946,350566,30636,602061,322583,28064
"OROMIYA","WEST ARSI",2006,636510,364342,31991,625332,334673,29235
"OROMIYA","WEST ARSI",2007,660078,379419,33460,648675,347987,30482
"OROMIYA","WEST ARSI",2008,684205,395160,35016,672603,361785,31820
"OROMIYA","WEST ARSI",2009,708934,411566,36666,697162,376085,33236
"OROMIYA","WEST ARSI",2010,734168,428731,38409,722258,391054,34750
"OROMIYA","WEST ARSI",2011,759621,446564,40240,747631,406494,36333
"OROMIYA","WEST ARSI",2012,785581,464860,42159,773546,422207,38008
"OROMIYA","WEST ARSI",2013,811817,483976,44177,799779,438592,39769
"OROMIYA","WEST ARSI",2014,838373,503851,46292,826366,455548,41607
"OROMIYA","WEST ARSI",2015,865082,524597,48502,853173,473168,43526
"OROMIYA","WEST ARSI",2016,891874,546210,50821,880091,491513,45531
"OROMIYA","WEST ARSI",2017,918515,568723,53250,906892,510609,47621
"OROMIYA","WEST ARSI",2018,944920,592045,55769,933493,530368,49780
"OROMIYA","WEST ARSI",2019,971101,616049,58389,959877,550701,52002
"OROMIYA","WEST ARSI",2020,997128,640554,61111,986063,571495,54292
"OROMIYA","WEST HARARGE",2000,468000,279852,32913,477646,295902,29454
"OROMIYA","WEST HARARGE",2001,483996,290150,34044,493825,305782,30358
"OROMIYA","WEST HARARGE",2002,500299,301001,35238,510394,316193,31327
"OROMIYA","WEST HARARGE",2003,517011,312275,36490,527432,327017,32357
"OROMIYA","WEST HARARGE",2004,534318,323589,37831,545203,337838,33451
"OROMIYA","WEST HARARGE",2005,552977,334005,39260,564331,348024,34597
"OROMIYA","WEST HARARGE",2006,571298,345438,40770,583176,359322,35811
"OROMIYA","WEST HARARGE",2007,589472,357919,42397,601903,371677,37111
"OROMIYA","WEST HARARGE",2008,607904,370903,44114,620955,384484,38488
"OROMIYA","WEST HARARGE",2009,626664,384382,45928,640394,397697,39953
"OROMIYA","WEST HARARGE",2010,645716,398402,47836,660183,411392,41509
"OROMIYA","WEST HARARGE",2011,664682,412925,49819,679934,425564,43119
"OROMIYA","WEST HARARGE",2012,683791,427781,51895,699885,440045,44808
"OROMIYA","WEST HARARGE",2013,702915,443242,54062,719916,455078,46566
"OROMIYA","WEST HARARGE",2014,722125,459215,56316,740073,470547,48393
"OROMIYA","WEST HARARGE",2015,741345,475769,58673,760271,486429,50287
"OROMIYA","WEST HARARGE",2016,760384,492925,61126,780314,502952,52248
"OROMIYA","WEST HARARGE",2017,779078,510685,63684,800012,520105,54270
"OROMIYA","WEST HARARGE",2018,797373,528994,66320,819304,537748,56344
"OROMIYA","WEST HARARGE",2019,815287,547729,69038,838196,555778,58451
"OROMIYA","WEST HARARGE",2020,832846,566793,71838,856662,574067,60596
"OROMIYA","WEST SHEWA",2000,523666,331883,53200,515720,327831,39644
"OROMIYA","WEST SHEWA",2001,539182,342795,54840,530793,337701,40722
"OROMIYA","WEST SHEWA",2002,554863,354250,56573,546118,348079,41902
"OROMIYA","WEST SHEWA",2003,570833,366108,58392,561751,358848,43132
"OROMIYA","WEST SHEWA",2004,587342,377879,60328,578058,369428,44445
"OROMIYA","WEST SHEWA",2005,605419,388385,62378,595828,378949,45797
"OROMIYA","WEST SHEWA",2006,622844,399976,64549,612995,389698,47233
"OROMIYA","WEST SHEWA",2007,639863,412632,66866,629769,401578,48767
"OROMIYA","WEST SHEWA",2008,657032,425683,69321,646738,413756,50390
"OROMIYA","WEST SHEWA",2009,674382,439129,71900,663910,426226,52099
"OROMIYA","WEST SHEWA",2010,691752,453126,74595,681137,439198,53909
"OROMIYA","WEST SHEWA",2011,708918,467461,77391,698231,452382,55792
"OROMIYA","WEST SHEWA",2012,726145,481926,80298,715447,465550,57770
"OROMIYA","WEST SHEWA",2013,743184,496886,83333,732535,479129,59827
"OROMIYA","WEST SHEWA",2014,760063,512257,86484,749510,493023,61954
"OROMIYA","WEST SHEWA",2015,776643,528176,89752,766237,507274,64143
"OROMIYA","WEST SHEWA",2016,792838,544549,93144,782591,521949,66412
"OROMIYA","WEST SHEWA",2017,808413,561411,96664,798347,537114,68752
"OROMIYA","WEST SHEWA",2018,823320,578665,100269,813460,552587,71123
"OROMIYA","WEST SHEWA",2019,837581,596172,103965,827923,568312,73534
"OROMIYA","WEST SHEWA",2020,851267,613743,107737,841752,584179,75979
"OROMIYA","WEST WELLEGA",2000,343291,225929,29574,329915,226490,24359
"OROMIYA","WEST WELLEGA",2001,352008,232320,30390,338139,232173,24950
"OROMIYA","WEST WELLEGA",2002,361166,239241,31275,346854,238355,25595
"OROMIYA","WEST WELLEGA",2003,370928,246648,32241,356151,245002,26306
"OROMIYA","WEST WELLEGA",2004,381537,254271,33297,366357,251797,27082
"OROMIYA","WEST WELLEGA",2005,393828,261366,34469,378059,258280,27942
"OROMIYA","WEST WELLEGA",2006,406397,269629,35775,390087,265960,28878
"OROMIYA","WEST WELLEGA",2007,419543,279139,37227,402717,274875,29935
"OROMIYA","WEST WELLEGA",2008,433873,289542,38834,416500,284595,31111
"OROMIYA","WEST WELLEGA",2009,449614,300973,40607,431668,295205,32419
"OROMIYA","WEST WELLEGA",2010,466962,313656,42578,448422,306946,33896
"OROMIYA","WEST WELLEGA",2011,485972,327717,44734,466815,319934,35525
"OROMIYA","WEST WELLEGA",2012,507158,343211,47140,487356,334240,37364
"OROMIYA","WEST WELLEGA",2013,530760,360676,49834,510282,350343,39415
"OROMIYA","WEST WELLEGA",2014,557264,380388,52864,536069,368442,41718
"OROMIYA","WEST WELLEGA",2015,587081,402843,56298,565116,388915,44332
"OROMIYA","WEST WELLEGA",2016,620734,428430,60209,597946,412290,47290
"OROMIYA","WEST WELLEGA",2017,658742,457722,64672,635057,439074,50667
"OROMIYA","WEST WELLEGA",2018,701827,491306,69771,677166,469746,54499
"OROMIYA","WEST WELLEGA",2019,750887,529843,75615,725123,504902,58886
"OROMIYA","WEST WELLEGA",2020,806957,574075,82328,779908,545301,63897
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2000,6836,4846,441,8795,6340,494
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2001,7472,5314,484,9610,6933,540
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2002,8162,5827,530,10496,7588,588
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2003,8914,6392,580,11460,8300,644
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2004,9737,7000,636,12518,9069,703
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2005,10660,7633,701,13707,9864,769
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2006,11643,8338,769,14973,10759,843
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2007,12696,9122,848,16328,11758,924
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2008,13838,9981,933,17798,12844,1012
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2009,15076,10921,1027,19395,14027,1111
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2010,16410,11949,1129,21119,15327,1221
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2011,17845,13072,1245,22977,16735,1339
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2012,19397,14289,1371,24991,18252,1469
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2013,21063,15620,1508,27160,19904,1612
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2014,22855,17070,1661,29492,21704,1770
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2015,24775,18653,1829,31995,23665,1942
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2016,26826,20385,2015,34674,25803,2130
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2017,29007,22278,2218,37522,28136,2334
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2018,31325,24338,2442,40554,30675,2560
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2019,33787,26575,2687,43774,33429,2803
"REGION 17","AFDEM SPECIAL ENUMERATION AREA",2020,36405,28987,2955,47199,36416,3067
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2000,841,598,54,857,621,48
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2001,901,641,58,918,665,52
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2002,967,691,64,985,712,55
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2003,1034,742,67,1053,765,58
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2004,1108,796,73,1128,818,63
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2005,1190,852,78,1211,874,68
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2006,1274,913,83,1296,936,73
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2007,1362,979,90,1387,1002,78
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2008,1457,1051,97,1483,1074,84
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2009,1555,1126,105,1584,1150,91
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2010,1661,1210,114,1692,1230,97
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2011,1771,1296,123,1806,1317,107
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2012,1887,1390,133,1925,1409,112
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2013,2010,1491,144,2052,1509,122
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2014,2138,1598,155,2184,1612,131
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2015,2273,1713,166,2325,1722,141
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2016,2413,1834,179,2469,1843,151
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2017,2559,1964,194,2622,1969,163
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2018,2710,2106,210,2778,2107,175
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2019,2867,2254,226,2941,2251,189
"REGION 17","MEDA WELABU SPECIAL ENUMERATION AREA",2020,3028,2411,244,3109,2405,201
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2000,13675,9693,882,15091,10876,849
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2001,13478,9583,872,14869,10727,835
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2002,13277,9478,861,14643,10582,821
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2003,13074,9374,852,14416,10443,810
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2004,12878,9256,842,14199,10286,799
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2005,12712,9100,834,14019,10089,789
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2006,12521,8962,828,13809,9922,778
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2007,12311,8843,820,13580,9777,769
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2008,12100,8727,815,13348,9632,760
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2009,11887,8609,809,13115,9485,752
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2010,11667,8494,804,12878,9347,744
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2011,11440,8378,797,12634,9202,737
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2012,11215,8259,792,12392,9048,730
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2013,10981,8141,785,12143,8898,722
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2014,10745,8023,781,11890,8751,714
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2015,10502,7906,775,11633,8602,707
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2016,10255,7790,771,11366,8458,699
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2017,9997,7677,764,11092,8317,691
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2018,9737,7563,759,10811,8178,683
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2019,9471,7446,753,10522,8037,674
"REGION 17","MOYALE SPECIAL ENUMERATION AREA",2020,9202,7325,747,10231,7893,666
"REGION 17","MULO SPECIAL ENUMERATION AREA",2000,164,117,10,137,98,7
"REGION 17","MULO SPECIAL ENUMERATION AREA",2001,174,123,10,146,103,7
"REGION 17","MULO SPECIAL ENUMERATION AREA",2002,183,132,10,155,110,9
"REGION 17","MULO SPECIAL ENUMERATION AREA",2003,194,141,11,164,115,9
"REGION 17","MULO SPECIAL ENUMERATION AREA",2004,207,150,12,174,124,10
"REGION 17","MULO SPECIAL ENUMERATION AREA",2005,220,159,13,185,131,10
"REGION 17","MULO SPECIAL ENUMERATION AREA",2006,234,168,14,196,139,11
"REGION 17","MULO SPECIAL ENUMERATION AREA",2007,246,179,15,208,147,11
"REGION 17","MULO SPECIAL ENUMERATION AREA",2008,261,190,16,219,155,12
"REGION 17","MULO SPECIAL ENUMERATION AREA",2009,275,201,18,232,164,13
"REGION 17","MULO SPECIAL ENUMERATION AREA",2010,291,213,18,246,174,13
"REGION 17","MULO SPECIAL ENUMERATION AREA",2011,307,226,20,259,186,14
"REGION 17","MULO SPECIAL ENUMERATION AREA",2012,326,240,22,274,196,15
"REGION 17","MULO SPECIAL ENUMERATION AREA",2013,343,255,22,288,209,16
"REGION 17","MULO SPECIAL ENUMERATION AREA",2014,360,272,23,304,220,17
"REGION 17","MULO SPECIAL ENUMERATION AREA",2015,380,287,27,320,233,17
"REGION 17","MULO SPECIAL ENUMERATION AREA",2016,399,306,28,338,246,19
"REGION 17","MULO SPECIAL ENUMERATION AREA",2017,419,323,29,354,261,21
"REGION 17","MULO SPECIAL ENUMERATION AREA",2018,439,344,31,372,276,22
"REGION 17","MULO SPECIAL ENUMERATION AREA",2019,460,364,33,389,292,23
"REGION 17","MULO SPECIAL ENUMERATION AREA",2020,481,386,35,407,309,26
"SUMAL?","AFDER",2000,107641,79363,3219,153320,86091,7517
"SUMAL?","AFDER",2001,112804,83232,3366,160428,90038,7817
"SUMAL?","AFDER",2002,118238,87411,3523,167939,94310,8156
"SUMAL?","AFDER",2003,124007,91848,3696,175912,98854,8515
