"ADM1_NAME","ADM2_NAME","Year","Female_0-19_Population","Female_20-59_Population","Female_60+_Population","Male_0-19_Population","Male_20-59_Population","Male_60+_Population"
"SUMAL?","AFDER",2004,130193,96459,3886,184519,103526,8904
"SUMAL?","AFDER",2005,137055,100966,4085,194094,108036,9316
"SUMAL?","AFDER",2006,144130,105975,4306,203942,113139,9771
"SUMAL?","AFDER",2007,151499,111513,4553,214171,118830,10266
"SUMAL?","AFDER",2008,159305,117442,4810,225046,124868,10796
"SUMAL?","AFDER",2009,167575,123805,5103,236590,131308,11374
"SUMAL?","AFDER",2010,176272,130678,5402,248768,138328,11992
"SUMAL?","AFDER",2011,185424,138063,5725,261604,145718,12659
"SUMAL?","AFDER",2012,195119,145942,6078,275244,153486,13380
"SUMAL?","AFDER",2013,205309,154455,6452,289613,161855,14151
"SUMAL?","AFDER",2014,216062,163579,6864,304798,170845,14975
"SUMAL?","AFDER",2015,227415,173258,7305,320830,180560,15863
"SUMAL?","AFDER",2016,239323,183783,7785,337640,191035,16808
"SUMAL?","AFDER",2017,251749,195195,8300,355175,202364,17826
"SUMAL?","AFDER",2018,264739,207458,8855,373497,214564,18911
"SUMAL?","AFDER",2019,278351,220587,9456,392667,227645,20071
"SUMAL?","AFDER",2020,292648,234607,10106,412777,241570,21311
"SUMAL?","DEGEHABUR",2000,88194,74024,3787,110844,89583,7173
"SUMAL?","DEGEHABUR",2001,92128,77668,3953,115727,93728,7489
"SUMAL?","DEGEHABUR",2002,96205,81543,4133,120806,98143,7834
"SUMAL?","DEGEHABUR",2003,100460,85622,4327,126112,102792,8197
"SUMAL?","DEGEHABUR",2004,104980,89800,4534,131788,107512,8592
"SUMAL?","DEGEHABUR",2005,110023,93784,4756,138134,111991,9016
"SUMAL?","DEGEHABUR",2006,115067,98144,4997,144468,116985,9464
"SUMAL?","DEGEHABUR",2007,120170,102910,5255,150857,122487,9947
"SUMAL?","DEGEHABUR",2008,125483,107919,5533,157538,128201,10465
"SUMAL?","DEGEHABUR",2009,131001,113197,5826,164501,134193,11018
"SUMAL?","DEGEHABUR",2010,136656,118829,6132,171664,140577,11599
"SUMAL?","DEGEHABUR",2011,142477,124741,6453,179063,147168,12215
"SUMAL?","DEGEHABUR",2012,148535,130887,6794,186803,153919,12876
"SUMAL?","DEGEHABUR",2013,154736,137393,7152,194744,161029,13570
"SUMAL?","DEGEHABUR",2014,161105,144207,7532,202934,168498,14302
"SUMAL?","DEGEHABUR",2015,167635,151294,7939,211341,176422,15080
"SUMAL?","DEGEHABUR",2016,174271,158824,8363,219895,184735,15894
"SUMAL?","DEGEHABUR",2017,180958,166808,8810,228514,193511,16746
"SUMAL?","DEGEHABUR",2018,187699,175188,9284,237212,202724,17642
"SUMAL?","DEGEHABUR",2019,194498,183936,9781,245990,212363,18572
"SUMAL?","DEGEHABUR",2020,201388,193026,10297,254870,222377,19543
"SUMAL?","FIK",2000,67552,58157,2698,90374,67452,5185
"SUMAL?","FIK",2001,69874,60281,2795,93411,69743,5342
"SUMAL?","FIK",2002,72273,62543,2899,96563,72195,5519
"SUMAL?","FIK",2003,74788,64912,3009,99863,74778,5704
"SUMAL?","FIK",2004,77465,67314,3126,103410,77369,5904
"SUMAL?","FIK",2005,80511,69539,3253,107431,79764,6121
"SUMAL?","FIK",2006,83539,72024,3393,111423,82497,6354
"SUMAL?","FIK",2007,86597,74753,3547,115446,85562,6604
"SUMAL?","FIK",2008,89799,77644,3712,119672,88753,6874
"SUMAL?","FIK",2009,93153,80699,3886,124098,92109,7162
"SUMAL?","FIK",2010,96611,83986,4066,128680,95723,7469
"SUMAL?","FIK",2011,100203,87448,4257,133451,99474,7792
"SUMAL?","FIK",2012,103983,91072,4467,138491,103320,8140
"SUMAL?","FIK",2013,107904,94933,4683,143722,107419,8510
"SUMAL?","FIK",2014,111985,99011,4917,149181,111771,8905
"SUMAL?","FIK",2015,116237,103300,5167,154867,116438,9331
"SUMAL?","FIK",2016,120634,107910,5430,160750,121405,9769
"SUMAL?","FIK",2017,125147,112868,5715,166777,126730,10239
"SUMAL?","FIK",2018,129802,118142,6019,172986,132406,10737
"SUMAL?","FIK",2019,134618,123733,6343,179399,138439,11260
"SUMAL?","FIK",2020,139633,129618,6681,186054,144809,11812
"SUMAL?","GODE",2000,95320,66098,3578,117289,76029,6430
"SUMAL?","GODE",2001,98525,68613,3714,121399,78834,6656
"SUMAL?","GODE",2002,102086,71494,3878,125998,82074,6927
"SUMAL?","GODE",2003,106080,74721,4055,131171,85744,7231
"SUMAL?","GODE",2004,110603,78263,4263,137071,89753,7591
"SUMAL?","GODE",2005,115920,81906,4498,144002,93883,7987
"SUMAL?","GODE",2006,121640,86159,4766,151477,98801,8446
"SUMAL?","GODE",2007,127878,91095,5072,159619,104537,8971
"SUMAL?","GODE",2008,134806,96628,5422,168695,110937,9565
"SUMAL?","GODE",2009,142497,102823,5810,178790,118088,10235
"SUMAL?","GODE",2010,150973,109810,6245,189943,126177,10985
"SUMAL?","GODE",2011,160291,117617,6728,202241,135135,11830
"SUMAL?","GODE",2012,170616,126270,7271,215900,144991,12781
"SUMAL?","GODE",2013,181952,135972,7879,230939,156017,13842
"SUMAL?","GODE",2014,194430,146781,8561,247514,168311,15031
"SUMAL?","GODE",2015,208143,158763,9325,265749,182065,16356
"SUMAL?","GODE",2016,223149,172205,10179,285706,197403,17835
"SUMAL?","GODE",2017,239486,187248,11138,307446,214538,19487
"SUMAL?","GODE",2018,257270,203993,12203,331124,233613,21322
"SUMAL?","GODE",2019,276629,222564,13400,356915,254798,23356
"SUMAL?","GODE",2020,297739,243074,14726,385015,278239,25617
"SUMAL?","JIJIGA",2000,211879,165800,11568,249248,189334,16720
"SUMAL?","JIJIGA",2001,217782,171045,11919,256096,194910,17175
"SUMAL?","JIJIGA",2002,223805,176597,12291,263113,200820,17665
"SUMAL?","JIJIGA",2003,230016,182364,12684,270357,206983,18185
"SUMAL?","JIJIGA",2004,236561,188119,13111,278061,213073,18747
"SUMAL?","JIJIGA",2005,243964,193268,13579,286742,218562,19345
"SUMAL?","JIJIGA",2006,251119,199001,14079,295140,224811,19978
"SUMAL?","JIJIGA",2007,258138,205318,14620,303397,231761,20662
"SUMAL?","JIJIGA",2008,265338,211892,15192,311894,238903,21389
"SUMAL?","JIJIGA",2009,272712,218741,15785,320628,246302,22158
"SUMAL?","JIJIGA",2010,280154,225963,16406,329482,254112,22964
"SUMAL?","JIJIGA",2011,287636,233460,17044,338429,262090,23804
"SUMAL?","JIJIGA",2012,295297,241120,17705,347628,270131,24694
"SUMAL?","JIJIGA",2013,302979,249148,18407,356898,278534,25618
"SUMAL?","JIJIGA",2014,310745,257442,19136,366303,287240,26576
"SUMAL?","JIJIGA",2015,318574,265937,19913,375819,296301,27583
"SUMAL?","JIJIGA",2016,326339,274865,20722,385277,305762,28625
"SUMAL?","JIJIGA",2017,333954,284222,21576,394570,315664,29702
"SUMAL?","JIJIGA",2018,341429,293917,22463,403713,325927,30812
"SUMAL?","JIJIGA",2019,348774,303897,23374,412707,336517,31956
"SUMAL?","JIJIGA",2020,356001,314148,24322,421543,347376,33123
"SUMAL?","KORAHE",2000,62299,57033,3733,82703,70088,6825
"SUMAL?","KORAHE",2001,63806,58525,3816,84554,71686,6953
"SUMAL?","KORAHE",2002,65325,60097,3903,86440,73392,7092
"SUMAL?","KORAHE",2003,66894,61728,3992,88377,75163,7246
"SUMAL?","KORAHE",2004,68563,63333,4097,90464,76877,7408
"SUMAL?","KORAHE",2005,70498,64723,4207,92915,78319,7586
"SUMAL?","KORAHE",2006,72338,66287,4324,95216,80027,7771
"SUMAL?","KORAHE",2007,74130,68021,4453,97430,81967,7972
"SUMAL?","KORAHE",2008,75969,69814,4584,99714,83944,8191
"SUMAL?","KORAHE",2009,77852,71680,4724,102060,85971,8413
"SUMAL?","KORAHE",2010,79732,73661,4866,104414,88121,8652
"SUMAL?","KORAHE",2011,81624,75703,5018,106795,90282,8900
"SUMAL?","KORAHE",2012,83566,77782,5173,109251,92413,9165
"SUMAL?","KORAHE",2013,85505,79959,5333,111707,94640,9438
"SUMAL?","KORAHE",2014,87451,82206,5498,114186,96943,9719
"SUMAL?","KORAHE",2015,89400,84498,5670,116660,99377,10010
"SUMAL?","KORAHE",2016,91327,86908,5850,119095,101896,10315
"SUMAL?","KORAHE",2017,93204,89450,6038,121457,104527,10630
"SUMAL?","KORAHE",2018,95028,92075,6230,123739,107251,10948
"SUMAL?","KORAHE",2019,96814,94766,6429,125957,110056,11275
"SUMAL?","KORAHE",2020,98565,97515,6635,128113,112918,11608
"SUMAL?","LIBEN",2000,138583,84175,4348,181429,79255,8173
"SUMAL?","LIBEN",2001,141527,86125,4434,185264,80891,8331
"SUMAL?","LIBEN",2002,144496,88200,4524,189167,82653,8504
"SUMAL?","LIBEN",2003,147547,90330,4623,193184,84472,8694
"SUMAL?","LIBEN",2004,150711,92420,4728,197413,86220,8889
"SUMAL?","LIBEN",2005,154185,94224,4838,202064,87677,9096
"SUMAL?","LIBEN",2006,157531,96268,4959,206564,89406,9317
"SUMAL?","LIBEN",2007,160825,98546,5091,210989,91372,9558
"SUMAL?","LIBEN",2008,164145,100922,5235,215494,93386,9815
"SUMAL?","LIBEN",2009,167491,103392,5381,220063,95474,10085
"SUMAL?","LIBEN",2010,170821,105971,5529,224645,97735,10372
"SUMAL?","LIBEN",2011,174093,108675,5686,229186,100006,10667
"SUMAL?","LIBEN",2012,177359,111457,5850,233759,102252,10976
"SUMAL?","LIBEN",2013,180577,114373,6022,238290,104613,11294
"SUMAL?","LIBEN",2014,183762,117368,6198,242814,107055,11631
"SUMAL?","LIBEN",2015,186939,120379,6382,247336,109589,11977
"SUMAL?","LIBEN",2016,190014,123559,6576,251724,112246,12333
"SUMAL?","LIBEN",2017,192946,126903,6773,255922,115046,12700
"SUMAL?","LIBEN",2018,195747,130338,6982,259943,117936,13075
"SUMAL?","LIBEN",2019,198424,133834,7193,263798,120895,13452
"SUMAL?","LIBEN",2020,201002,137345,7416,267501,123872,13843
"SUMAL?","SHINILE",2000,99874,77925,4295,117937,84465,7154
"SUMAL?","SHINILE",2001,103101,80461,4426,121540,86936,7347
"SUMAL?","SHINILE",2002,106427,83156,4565,125271,89579,7561
"SUMAL?","SHINILE",2003,109900,85967,4719,129157,92352,7790
"SUMAL?","SHINILE",2004,113585,88800,4879,133319,95102,8033
"SUMAL?","SHINILE",2005,117734,91376,5054,138014,97570,8299
"SUMAL?","SHINILE",2006,121833,94243,5241,142632,100411,8570
"SUMAL?","SHINILE",2007,125941,97426,5441,147239,103600,8870
"SUMAL?","SHINILE",2008,130205,100754,5661,152038,106890,9195
"SUMAL?","SHINILE",2009,134626,104247,5889,157022,110321,9536
"SUMAL?","SHINILE",2010,139146,107954,6120,162128,113979,9892
"SUMAL?","SHINILE",2011,143764,111839,6369,167359,117734,10273
"SUMAL?","SHINILE",2012,148544,115858,6632,172794,121536,10672
"SUMAL?","SHINILE",2013,153411,120106,6906,178338,125537,11090
"SUMAL?","SHINILE",2014,158393,124542,7194,184021,129726,11530
"SUMAL?","SHINILE",2015,163485,129139,7501,189826,134160,11993
"SUMAL?","SHINILE",2016,168635,134016,7820,195687,138812,12474
"SUMAL?","SHINILE",2017,173792,139189,8159,201545,143729,12977
"SUMAL?","SHINILE",2018,178972,144594,8511,207413,148871,13504
"SUMAL?","SHINILE",2019,184188,150218,8880,213302,154226,14038
"SUMAL?","SHINILE",2020,189480,155993,9266,219240,159742,14603
"SUMAL?","WARDER",2000,74748,58542,3833,100089,72520,6337
"SUMAL?","WARDER",2001,75022,58903,3849,100399,72788,6345
"SUMAL?","WARDER",2002,75281,59326,3873,100714,73136,6366
"SUMAL?","WARDER",2003,75561,59766,3900,101056,73526,6398
"SUMAL?","WARDER",2004,75907,60150,3931,101520,73824,6430
"SUMAL?","WARDER",2005,76480,60297,3971,102307,73811,6473
"SUMAL?","WARDER",2006,76920,60586,4016,102898,74048,6524
"SUMAL?","WARDER",2007,77278,61009,4068,103358,74477,6584
"SUMAL?","WARDER",2008,77638,61452,4123,103845,74909,6654
"SUMAL?","WARDER",2009,77998,61925,4184,104348,75351,6726
"SUMAL?","WARDER",2010,78323,62454,4243,104819,75872,6807
"SUMAL?","WARDER",2011,78613,63001,4308,105264,76362,6890
"SUMAL?","WARDER",2012,78915,63545,4372,105737,76791,6982
"SUMAL?","WARDER",2013,79169,64126,4440,106162,77265,7071
"SUMAL?","WARDER",2014,79392,64725,4513,106555,77764,7171
"SUMAL?","WARDER",2015,79577,65321,4590,106898,78326,7269
"SUMAL?","WARDER",2016,79708,65969,4668,107165,78917,7375
"SUMAL?","WARDER",2017,79763,66664,4747,107318,79546,7479
"SUMAL?","WARDER",2018,79744,67387,4833,107375,80204,7582
"SUMAL?","WARDER",2019,79663,68102,4916,107335,80888,7684
"SUMAL?","WARDER",2020,79522,68802,4999,107206,81555,7791
"TIGRAY","CENTRAL TIGRAY",2000,309097,229251,39623,302464,209006,32534
"TIGRAY","CENTRAL TIGRAY",2001,316793,235561,40654,309906,214195,33271
"TIGRAY","CENTRAL TIGRAY",2002,324483,242165,41750,317369,219639,34072
"TIGRAY","CENTRAL TIGRAY",2003,332230,248919,42889,324917,225227,34907
"TIGRAY","CENTRAL TIGRAY",2004,340207,255546,44085,332749,230641,35782
"TIGRAY","CENTRAL TIGRAY",2005,348998,261368,45351,341299,235353,36692
"TIGRAY","CENTRAL TIGRAY",2006,357302,267723,46680,349411,240692,37642
"TIGRAY","CENTRAL TIGRAY",2007,365242,274622,48102,357203,246583,38659
"TIGRAY","CENTRAL TIGRAY",2008,373151,281710,49589,364977,252541,39725
"TIGRAY","CENTRAL TIGRAY",2009,381008,288974,51138,372713,258611,40848
"TIGRAY","CENTRAL TIGRAY",2010,388709,296494,52738,380320,264949,42017
"TIGRAY","CENTRAL TIGRAY",2011,396152,304178,54379,387700,271270,43230
"TIGRAY","CENTRAL TIGRAY",2012,403492,311899,56083,395006,277451,44487
"TIGRAY","CENTRAL TIGRAY",2013,410575,319838,57827,402079,283804,45785
"TIGRAY","CENTRAL TIGRAY",2014,417462,327860,59634,408995,290234,47116
"TIGRAY","CENTRAL TIGRAY",2015,424151,335856,61497,415731,296757,48485
"TIGRAY","CENTRAL TIGRAY",2016,430435,344103,63393,422081,303465,49882
"TIGRAY","CENTRAL TIGRAY",2017,436195,352574,65342,427932,310361,51296
"TIGRAY","CENTRAL TIGRAY",2018,441479,361115,67318,433321,317328,52714
"TIGRAY","CENTRAL TIGRAY",2019,446318,369646,69321,438257,324274,54140
"TIGRAY","CENTRAL TIGRAY",2020,450748,378129,71343,442770,331079,55563
"TIGRAY","EASTERN TIGRAY",2000,198630,144445,30723,192122,111688,22180
"TIGRAY","EASTERN TIGRAY",2001,202710,147803,31379,196004,113994,22589
"TIGRAY","EASTERN TIGRAY",2002,206748,151322,32078,199862,116424,23031
"TIGRAY","EASTERN TIGRAY",2003,210812,154912,32802,203757,118921,23490
"TIGRAY","EASTERN TIGRAY",2004,214983,158381,33575,207794,121298,23983
"TIGRAY","EASTERN TIGRAY",2005,219648,161297,34373,212217,123288,24484
"TIGRAY","EASTERN TIGRAY",2006,223983,164532,35216,216365,125596,25013
"TIGRAY","EASTERN TIGRAY",2007,228065,168100,36121,220308,128177,25580
"TIGRAY","EASTERN TIGRAY",2008,232116,171740,37064,224215,130776,26171
"TIGRAY","EASTERN TIGRAY",2009,236123,175459,38048,228085,133411,26798
"TIGRAY","EASTERN TIGRAY",2010,240012,179311,39074,231857,136145,27456
"TIGRAY","EASTERN TIGRAY",2011,243735,183229,40128,235473,138865,28134
"TIGRAY","EASTERN TIGRAY",2012,247370,187116,41220,239017,141513,28838
"TIGRAY","EASTERN TIGRAY",2013,250843,191125,42334,242407,144215,29565
"TIGRAY","EASTERN TIGRAY",2014,254174,195159,43486,245679,146948,30314
"TIGRAY","EASTERN TIGRAY",2015,257341,199202,44665,248808,149730,31084
"TIGRAY","EASTERN TIGRAY",2016,260264,203373,45869,251709,152584,31859
"TIGRAY","EASTERN TIGRAY",2017,262870,207651,47099,254307,155517,32657
"TIGRAY","EASTERN TIGRAY",2018,265179,211950,48348,256624,158474,33448
"TIGRAY","EASTERN TIGRAY",2019,267215,216223,49603,258674,161424,34245
"TIGRAY","EASTERN TIGRAY",2020,269015,220394,50869,260472,164308,35039
"TIGRAY","MEKELE SPECIAL",2000,35261,35472,4339,31409,36995,2456
"TIGRAY","MEKELE SPECIAL",2001,37632,38033,4643,33520,39535,2618
"TIGRAY","MEKELE SPECIAL",2002,40142,40787,4966,35756,42262,2792
"TIGRAY","MEKELE SPECIAL",2003,42797,43742,5319,38122,45182,2981
"TIGRAY","MEKELE SPECIAL",2004,45658,46831,5702,40678,48239,3185
"TIGRAY","MEKELE SPECIAL",2005,48917,49885,6117,43545,51301,3408
"TIGRAY","MEKELE SPECIAL",2006,52233,53243,6566,46477,54700,3644
"TIGRAY","MEKELE SPECIAL",2007,55631,56931,7049,49489,58433,3901
"TIGRAY","MEKELE SPECIAL",2008,59230,60853,7576,52680,62389,4178
"TIGRAY","MEKELE SPECIAL",2009,63046,65027,8144,56053,66590,4476
"TIGRAY","MEKELE SPECIAL",2010,67040,69532,8757,59584,71062,4797
"TIGRAY","MEKELE SPECIAL",2011,71239,74281,9411,63295,75790,5143
"TIGRAY","MEKELE SPECIAL",2012,75700,79248,10121,67232,80742,5516
"TIGRAY","MEKELE SPECIAL",2013,80364,84544,10881,71348,85998,5914
"TIGRAY","MEKELE SPECIAL",2014,85244,90171,11698,75658,91568,6342
"TIGRAY","MEKELE SPECIAL",2015,90303,96191,12570,80132,97491,6795
"TIGRAY","MEKELE SPECIAL",2016,95551,102583,13503,84782,103771,7281
"TIGRAY","MEKELE SPECIAL",2017,100947,109391,14507,89575,110444,7795
"TIGRAY","MEKELE SPECIAL",2018,106487,116608,15575,94503,117510,8345
"TIGRAY","MEKELE SPECIAL",2019,112186,124228,16711,99578,124973,8926
"TIGRAY","MEKELE SPECIAL",2020,118060,132218,17920,104800,132830,9540
"TIGRAY","NORTH WESTERN TIGRAY",2000,180527,132164,17667,176608,132102,14405
"TIGRAY","NORTH WESTERN TIGRAY",2001,185419,136140,18171,181345,135675,14765
"TIGRAY","NORTH WESTERN TIGRAY",2002,190322,140314,18693,186105,139416,15153
"TIGRAY","NORTH WESTERN TIGRAY",2003,195279,144602,19245,190939,143287,15558
"TIGRAY","NORTH WESTERN TIGRAY",2004,200389,148828,19833,195967,147066,15984
"TIGRAY","NORTH WESTERN TIGRAY",2005,206025,152561,20455,201453,150453,16433
"TIGRAY","NORTH WESTERN TIGRAY",2006,211374,156645,21109,206689,154255,16903
"TIGRAY","NORTH WESTERN TIGRAY",2007,216519,161092,21805,211749,158431,17397
"TIGRAY","NORTH WESTERN TIGRAY",2008,221662,165656,22538,216816,162680,17924
"TIGRAY","NORTH WESTERN TIGRAY",2009,226813,170354,23304,221884,167021,18472
"TIGRAY","NORTH WESTERN TIGRAY",2010,231881,175257,24098,226896,171505,19052
"TIGRAY","NORTH WESTERN TIGRAY",2011,236831,180252,24913,231798,176036,19649
"TIGRAY","NORTH WESTERN TIGRAY",2012,241744,185257,25762,236682,180536,20275
"TIGRAY","NORTH WESTERN TIGRAY",2013,246542,190411,26629,241462,185149,20914
"TIGRAY","NORTH WESTERN TIGRAY",2014,251235,195643,27534,246154,189833,21581
"TIGRAY","NORTH WESTERN TIGRAY",2015,255816,200923,28464,250749,194605,22262
"TIGRAY","NORTH WESTERN TIGRAY",2016,260193,206359,29420,255150,199501,22954
"TIGRAY","NORTH WESTERN TIGRAY",2017,264281,211937,30399,259271,204515,23661
"TIGRAY","NORTH WESTERN TIGRAY",2018,268094,217594,31395,263130,209608,24375
"TIGRAY","NORTH WESTERN TIGRAY",2019,271650,223270,32411,266721,214711,25093
"TIGRAY","NORTH WESTERN TIGRAY",2020,274967,228958,33440,270070,219759,25813
"TIGRAY","SOUTHERN TIGRAY",2000,256319,189748,31204,252362,174978,24884
"TIGRAY","SOUTHERN TIGRAY",2001,261701,194274,31909,257596,178636,25352
"TIGRAY","SOUTHERN TIGRAY",2002,267054,199009,32646,262815,182468,25861
"TIGRAY","SOUTHERN TIGRAY",2003,272429,203832,33418,268086,186406,26397
"TIGRAY","SOUTHERN TIGRAY",2004,277937,208526,34243,273556,190185,26966
"TIGRAY","SOUTHERN TIGRAY",2005,284075,212517,35106,279562,193407,27557
"TIGRAY","SOUTHERN TIGRAY",2006,289784,216927,36014,285181,197124,28173
"TIGRAY","SOUTHERN TIGRAY",2007,295156,221771,36988,290513,201253,28829
"TIGRAY","SOUTHERN TIGRAY",2008,300470,226728,38009,295797,205423,29523
"TIGRAY","SOUTHERN TIGRAY",2009,305723,231805,39072,301032,209650,30253
"TIGRAY","SOUTHERN TIGRAY",2010,310838,237072,40169,306154,214002,31014
"TIGRAY","SOUTHERN TIGRAY",2011,315716,242441,41300,311059,218358,31806
"TIGRAY","SOUTHERN TIGRAY",2012,320477,247803,42458,315857,222627,32623
"TIGRAY","SOUTHERN TIGRAY",2013,325016,253301,43651,320465,226991,33468
"TIGRAY","SOUTHERN TIGRAY",2014,329385,258850,44877,324918,231388,34325
"TIGRAY","SOUTHERN TIGRAY",2015,333577,264347,46146,329207,235839,35206
"TIGRAY","SOUTHERN TIGRAY",2016,337435,270014,47432,333189,240394,36105
"TIGRAY","SOUTHERN TIGRAY",2017,340879,275833,48761,336759,245060,37018
"TIGRAY","SOUTHERN TIGRAY",2018,343936,281692,50101,339955,249748,37928
"TIGRAY","SOUTHERN TIGRAY",2019,346629,287517,51453,342773,254410,38841
"TIGRAY","SOUTHERN TIGRAY",2020,348977,293287,52816,345235,258988,39747
"TIGRAY","WESTERN TIGRAY",2000,76177,55513,5583,74550,62981,4635
"TIGRAY","WESTERN TIGRAY",2001,79525,58212,5832,77797,65890,4832
"TIGRAY","WESTERN TIGRAY",2002,82996,61086,6100,81168,69001,5045
"TIGRAY","WESTERN TIGRAY",2003,86602,64120,6386,84679,72284,5271
"TIGRAY","WESTERN TIGRAY",2004,90406,67236,6695,88401,75657,5511
"TIGRAY","WESTERN TIGRAY",2005,94616,70202,7022,92480,78969,5772
"TIGRAY","WESTERN TIGRAY",2006,98820,73455,7376,96570,82631,6049
"TIGRAY","WESTERN TIGRAY",2007,103062,77024,7754,100709,86644,6343
"TIGRAY","WESTERN TIGRAY",2008,107458,80780,8159,104998,90859,6660
"TIGRAY","WESTERN TIGRAY",2009,112013,84743,8594,109448,95286,6999
"TIGRAY","WESTERN TIGRAY",2010,116712,88989,9054,114031,99940,7359
"TIGRAY","WESTERN TIGRAY",2011,121518,93426,9537,118726,104828,7742
"TIGRAY","WESTERN TIGRAY",2012,126503,98011,10056,123589,109914,8152
"TIGRAY","WESTERN TIGRAY",2013,131613,102857,10599,128579,115272,8585
"TIGRAY","WESTERN TIGRAY",2014,136867,107942,11174,133712,120892,9038
"TIGRAY","WESTERN TIGRAY",2015,142254,113286,11787,138979,126791,9519
"TIGRAY","WESTERN TIGRAY",2016,147733,118916,12426,144340,133007,10022
"TIGRAY","WESTERN TIGRAY",2017,153259,124864,13108,149759,139550,10553
"TIGRAY","WESTERN TIGRAY",2018,158838,131094,13820,155224,146410,11106
"TIGRAY","WESTERN TIGRAY",2019,164464,137610,14569,160735,153586,11683
"TIGRAY","WESTERN TIGRAY",2020,170142,144389,15351,166282,161082,12281
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2000,140140,93713,5114,135751,91496,4433
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2001,148141,99373,5414,143508,96805,4678
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2002,156557,105462,5730,151677,102506,4946
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2003,165426,111971,6080,160316,108584,5229
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2004,174845,118763,6456,169527,114936,5537
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2005,185144,125492,6864,179562,121381,5875
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2006,195703,132911,7300,189889,128487,6223
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2007,206591,141051,7771,200584,136287,6618
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2008,218013,149751,8288,211822,144609,7033
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2009,230036,159018,8850,223665,153412,7486
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2010,242700,168914,9454,236155,162695,7982
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2011,255828,179446,10100,249127,172607,8510
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2012,269547,190567,10797,262693,183120,9079
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2013,283844,202428,11544,276846,194298,9681
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2014,298741,215067,12340,291614,206160,10333
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2015,314179,228573,13196,306952,218835,11028
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2016,330192,242959,14109,322884,232283,11765
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2017,346739,258271,15096,339358,246533,12559
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2018,363753,274536,16146,356327,261667,13393
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2019,381274,291734,17263,373806,277661,14291
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",2020,399354,309813,18460,391832,294493,15225
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2000,151614,86584,5947,154505,85866,5288
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2001,159005,91048,6245,161986,90027,5531
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2002,166672,95783,6559,169782,94437,5797
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2003,174646,100763,6898,177905,99070,6081
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2004,183005,105861,7258,186467,103802,6382
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2005,192039,110739,7646,195707,108391,6701
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2006,201142,116084,8058,205038,113465,7038
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2007,210390,121924,8508,214527,119020,7402
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2008,219935,128064,8987,224349,124837,7794
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2009,229809,134505,9497,234527,130905,8214
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",2010,239998,141294,10036,245042,137264,8654
