"ADMIN1NAME","ADMIN2NAME","POP","YEAR"
"OROMIYA","HORO GUDRU WELEGA",576741,2005
"OROMIYA","ILU ABA BORA",1265706,2005
"OROMIYA","JIMA SPECIAL ZONE",122773,2005
"OROMIYA","JIMMA",2471831,2005
"OROMIYA","KELEM WELEGA",797197,2005
"OROMIYA","NORTH SHEWA",1470527,2005
"OROMIYA","SOUTH WEST SHEWA",1113702,2005
"OROMIYA","WEST ARSI",1946856,2005
"OROMIYA","WEST HARARGE",1873194,2005
"OROMIYA","WEST SHEWA",2076756,2005
"OROMIYA","WEST WELLEGA",1353944,2005
"SUMAL?","AFDER",553552,2005
"SUMAL?","DEGEHABUR",467704,2005
"SUMAL?","FIK",346619,2005
"SUMAL?","GODE",448196,2005
"SUMAL?","JIJIGA",975460,2005
"SUMAL?","KORAHE",318248,2005
"SUMAL?","LIBEN",552084,2005
"SUMAL?","SHINILE",458047,2005
"SUMAL?","WARDER",323339,2005
"TIGRAY","CENTRAL TIGRAY",1269061,2005
"TIGRAY","EASTERN TIGRAY",775307,2005
"TIGRAY","MEKELE SPECIAL",203173,2005
"TIGRAY","NORTH WESTERN TIGRAY",747380,2005
"TIGRAY","SOUTHERN TIGRAY",1032224,2005
"TIGRAY","WESTERN TIGRAY",349061,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",624318,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",621223,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1594410,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",845910,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1335107,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1255681,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",251743,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",873830,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",697970,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",198726,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",2933506,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",992286,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",559563,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1533341,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",647914,2005
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",65823,2005
"ADIS ABEBA","ADDIS KETEMA",270856,2006
"ADIS ABEBA","AKAKI KALITI",184832,2006
"ADIS ABEBA","ARADA",229058,2006
"ADIS ABEBA","BOLE",312375,2006
"ADIS ABEBA","GULELE",284021,2006
"ADIS ABEBA","KIRKOS",234595,2006
"ADIS ABEBA","KOLFE KERANIYO",431391,2006
"ADIS ABEBA","LIDETA",213972,2006
"ADIS ABEBA","NEFAS SILK-LAFTO",337013,2006
"ADIS ABEBA","YEKA",352007,2006
"AFAR","ZONE 1",422340,2006
"AFAR","ZONE 2",358649,2006
"AFAR","ZONE 3",204356,2006
"AFAR","ZONE 4",247473,2006
"AFAR","ZONE 5",200943,2006
"AMARA","ARGOBA SPECIAL ZONE",36703,2006
"AMARA","AWI-ZONE",1025925,2006
"AMARA","BAHIR DAR SPECIAL ZONE",222391,2006
"AMARA","EAST GOJJAM",2249161,2006
"AMARA","NORTH GONDAR",3035524,2006
"AMARA","NORTH SHEWA",1933126,2006
"AMARA","NORTH WELLO",1572814,2006
"AMARA","OROMIYA",483136,2006
"AMARA","SOUTH GONDAR",2155687,2006
"AMARA","SOUTH WELLO",2646820,2006
"AMARA","WAGHEMIRA",442208,2006
"AMARA","WEST GOJJAM",2211313,2006
"BINSHANGUL GUMUZ","ASOSSA",318157,2006
"BINSHANGUL GUMUZ","KEMASHI",198411,2006
"BINSHANGUL GUMUZ","METEKEL",282706,2006
"DIR? DAWA","DIR? DAWA",328183,2006
"DIR? DAWA","DIR? DAWA TOWN",26900,2006
"GAMB?LA HIZBOCH","AGNEWAK",101282,2006
"GAMB?LA HIZBOCH","MEZHENGER",98338,2006
"GAMB?LA HIZBOCH","NUWER",115463,2006
"HARERI HIZB","HARERI HIZB",190498,2006
"OROMIYA","ADAMA SPECIAL ZONE",228271,2006
"OROMIYA","ARSI",2738115,2006
"OROMIYA","BALE",1433970,2006
"OROMIYA","BORENA",988608,2006
"OROMIYA","BURAYU SPECIAL ZONE",65723,2006
"OROMIYA","EAST HARARGE",2816493,2006
"OROMIYA","EAST SHEWA",1406800,2006
"OROMIYA","EAST WELLEGA",1257657,2006
"OROMIYA","GUJI",1418758,2006
"OROMIYA","HORO GUDRU WELEGA",592655,2006
"OROMIYA","ILU ABA BORA",1311484,2006
"OROMIYA","JIMA SPECIAL ZONE",125952,2006
"OROMIYA","JIMMA",2529846,2006
"OROMIYA","KELEM WELEGA",824459,2006
"OROMIYA","NORTH SHEWA",1498989,2006
"OROMIYA","SOUTH WEST SHEWA",1144595,2006
"OROMIYA","WEST ARSI",2022083,2006
"OROMIYA","WEST HARARGE",1935815,2006
"OROMIYA","WEST SHEWA",2137295,2006
"OROMIYA","WEST WELLEGA",1396726,2006
"SUMAL?","AFDER",581263,2006
"SUMAL?","DEGEHABUR",489125,2006
"SUMAL?","FIK",359230,2006
"SUMAL?","GODE",471289,2006
"SUMAL?","JIJIGA",1004128,2006
"SUMAL?","KORAHE",325963,2006
"SUMAL?","LIBEN",564045,2006
"SUMAL?","SHINILE",472930,2006
"SUMAL?","WARDER",324992,2006
"TIGRAY","CENTRAL TIGRAY",1299450,2006
"TIGRAY","EASTERN TIGRAY",790705,2006
"TIGRAY","MEKELE SPECIAL",216863,2006
"TIGRAY","NORTH WESTERN TIGRAY",766975,2006
"TIGRAY","SOUTHERN TIGRAY",1053203,2006
"TIGRAY","WESTERN TIGRAY",364901,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",660513,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",650825,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1647745,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",875405,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1350009,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1284922,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",264080,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",903930,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",712305,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",205776,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",3043989,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1020675,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",586000,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1567789,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",678181,2006
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",65665,2006
"ADIS ABEBA","ADDIS KETEMA",272263,2007
"ADIS ABEBA","AKAKI KALITI",194013,2007
"ADIS ABEBA","ARADA",225031,2007
"ADIS ABEBA","BOLE",330994,2007
"ADIS ABEBA","GULELE",285306,2007
"ADIS ABEBA","KIRKOS",235873,2007
"ADIS ABEBA","KOLFE KERANIYO",459662,2007
"ADIS ABEBA","LIDETA",215053,2007
"ADIS ABEBA","NEFAS SILK-LAFTO",337047,2007
"ADIS ABEBA","YEKA",371182,2007
"AFAR","ZONE 1",431754,2007
"AFAR","ZONE 2",382132,2007
"AFAR","ZONE 3",212554,2007
"AFAR","ZONE 4",264611,2007
"AFAR","ZONE 5",195370,2007
"AMARA","ARGOBA SPECIAL ZONE",37353,2007
"AMARA","AWI-ZONE",1049613,2007
"AMARA","BAHIR DAR SPECIAL ZONE",238009,2007
"AMARA","EAST GOJJAM",2299941,2007
"AMARA","NORTH GONDAR",3130633,2007
"AMARA","NORTH SHEWA",1960601,2007
"AMARA","NORTH WELLO",1601382,2007
"AMARA","OROMIYA",487718,2007
"AMARA","SOUTH GONDAR",2189489,2007
"AMARA","SOUTH WELLO",2687956,2007
"AMARA","WAGHEMIRA",455398,2007
"AMARA","WEST GOJJAM",2248282,2007
"BINSHANGUL GUMUZ","ASOSSA",332548,2007
"BINSHANGUL GUMUZ","KEMASHI",210622,2007
"BINSHANGUL GUMUZ","METEKEL",295705,2007
"DIR? DAWA","DIR? DAWA",335324,2007
"DIR? DAWA","DIR? DAWA TOWN",29878,2007
"GAMB?LA HIZBOCH","AGNEWAK",105700,2007
"GAMB?LA HIZBOCH","MEZHENGER",101451,2007
"GAMB?LA HIZBOCH","NUWER",121340,2007
"HARERI HIZB","HARERI HIZB",195954,2007
"OROMIYA","ADAMA SPECIAL ZONE",235309,2007
"OROMIYA","ARSI",2818088,2007
"OROMIYA","BALE",1500708,2007
"OROMIYA","BORENA",1029412,2007
"OROMIYA","BURAYU SPECIAL ZONE",68320,2007
"OROMIYA","EAST HARARGE",2911337,2007
"OROMIYA","EAST SHEWA",1449238,2007
"OROMIYA","EAST WELLEGA",1297398,2007
"OROMIYA","GUJI",1487321,2007
"OROMIYA","HORO GUDRU WELEGA",608941,2007
"OROMIYA","ILU ABA BORA",1359490,2007
"OROMIYA","JIMA SPECIAL ZONE",129194,2007
"OROMIYA","JIMMA",2589255,2007
"OROMIYA","KELEM WELEGA",852596,2007
"OROMIYA","NORTH SHEWA",1527889,2007
"OROMIYA","SOUTH WEST SHEWA",1176293,2007
"OROMIYA","WEST ARSI",2100101,2007
"OROMIYA","WEST HARARGE",2000479,2007
"OROMIYA","WEST SHEWA",2199475,2007
"OROMIYA","WEST WELLEGA",1443436,2007
"SUMAL?","AFDER",610832,2007
"SUMAL?","DEGEHABUR",511626,2007
"SUMAL?","FIK",372509,2007
"SUMAL?","GODE",497172,2007
"SUMAL?","JIJIGA",1033896,2007
"SUMAL?","KORAHE",333973,2007
"SUMAL?","LIBEN",576381,2007
"SUMAL?","SHINILE",488517,2007
"SUMAL?","WARDER",326774,2007
"TIGRAY","CENTRAL TIGRAY",1330411,2007
"TIGRAY","EASTERN TIGRAY",806351,2007
"TIGRAY","MEKELE SPECIAL",231434,2007
"TIGRAY","NORTH WESTERN TIGRAY",786993,2007
"TIGRAY","SOUTHERN TIGRAY",1074510,2007
"TIGRAY","WESTERN TIGRAY",381536,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",698902,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",681771,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1702702,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",905843,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1364993,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1314718,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",276984,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",934960,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",726847,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",213064,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",3158518,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1049900,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",613605,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1602824,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",709907,2007
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",65492,2007
"ADIS ABEBA","ADDIS KETEMA",273589,2008
"ADIS ABEBA","AKAKI KALITI",203582,2008
"ADIS ABEBA","ARADA",220994,2008
"ADIS ABEBA","BOLE",350614,2008
"ADIS ABEBA","GULELE",286507,2008
"ADIS ABEBA","KIRKOS",237072,2008
"ADIS ABEBA","KOLFE KERANIYO",489621,2008
"ADIS ABEBA","LIDETA",216067,2008
"ADIS ABEBA","NEFAS SILK-LAFTO",336969,2008
"ADIS ABEBA","YEKA",391274,2008
"AFAR","ZONE 1",441310,2008
"AFAR","ZONE 2",407359,2008
"AFAR","ZONE 3",221182,2008
"AFAR","ZONE 4",283100,2008
"AFAR","ZONE 5",189914,2008
"AMARA","ARGOBA SPECIAL ZONE",38005,2008
"AMARA","AWI-ZONE",1073564,2008
"AMARA","BAHIR DAR SPECIAL ZONE",254641,2008
"AMARA","EAST GOJJAM",2351195,2008
"AMARA","NORTH GONDAR",3228656,2008
"AMARA","NORTH SHEWA",1987967,2008
"AMARA","NORTH WELLO",1630077,2008
"AMARA","OROMIYA",492183,2008
"AMARA","SOUTH GONDAR",2223342,2008
"AMARA","SOUTH WELLO",2729311,2008
"AMARA","WAGHEMIRA",468831,2008
"AMARA","WEST GOJJAM",2286477,2008
"BINSHANGUL GUMUZ","ASOSSA",347562,2008
"BINSHANGUL GUMUZ","KEMASHI",223748,2008
"BINSHANGUL GUMUZ","METEKEL",309241,2008
"DIR? DAWA","DIR? DAWA",342512,2008
"DIR? DAWA","DIR? DAWA TOWN",33170,2008
"GAMB?LA HIZBOCH","AGNEWAK",110317,2008
"GAMB?LA HIZBOCH","MEZHENGER",104623,2008
"GAMB?LA HIZBOCH","NUWER",127506,2008
"HARERI HIZB","HARERI HIZB",201492,2008
"OROMIYA","ADAMA SPECIAL ZONE",242486,2008
"OROMIYA","ARSI",2899503,2008
"OROMIYA","BALE",1570585,2008
"OROMIYA","BORENA",1071854,2008
"OROMIYA","BURAYU SPECIAL ZONE",70996,2008
"OROMIYA","EAST HARARGE",3009877,2008
"OROMIYA","EAST SHEWA",1492538,2008
"OROMIYA","EAST WELLEGA",1338039,2008
"OROMIYA","GUJI",1558836,2008
"OROMIYA","HORO GUDRU WELEGA",625524,2008
"OROMIYA","ILU ABA BORA",1409642,2008
"OROMIYA","JIMA SPECIAL ZONE",132477,2008
"OROMIYA","JIMMA",2649530,2008
"OROMIYA","KELEM WELEGA",881480,2008
"OROMIYA","NORTH SHEWA",1556882,2008
"OROMIYA","SOUTH WEST SHEWA",1208629,2008
"OROMIYA","WEST ARSI",2180589,2008
"OROMIYA","WEST HARARGE",2066848,2008
"OROMIYA","WEST SHEWA",2262920,2008
"OROMIYA","WEST WELLEGA",1494455,2008
"SUMAL?","AFDER",642267,2008
"SUMAL?","DEGEHABUR",535139,2008
"SUMAL?","FIK",386454,2008
"SUMAL?","GODE",526053,2008
"SUMAL?","JIJIGA",1064608,2008
"SUMAL?","KORAHE",342216,2008
"SUMAL?","LIBEN",588997,2008
"SUMAL?","SHINILE",504743,2008
"SUMAL?","WARDER",328621,2008
"TIGRAY","CENTRAL TIGRAY",1361693,2008
"TIGRAY","EASTERN TIGRAY",822082,2008
"TIGRAY","MEKELE SPECIAL",246906,2008
"TIGRAY","NORTH WESTERN TIGRAY",807276,2008
"TIGRAY","SOUTHERN TIGRAY",1095950,2008
"TIGRAY","WESTERN TIGRAY",398914,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",739516,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",713966,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1758978,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",937081,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1379766,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1344855,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",290422,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",966789,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",741486,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",220561,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",3276642,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1079726,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",642318,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1638152,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",743017,2008
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",65303,2008
"ADIS ABEBA","ADDIS KETEMA",274838,2009
"ADIS ABEBA","AKAKI KALITI",213558,2009
"ADIS ABEBA","ARADA",216969,2009
"ADIS ABEBA","BOLE",371268,2009
"ADIS ABEBA","GULELE",287621,2009
"ADIS ABEBA","KIRKOS",238205,2009
"ADIS ABEBA","KOLFE KERANIYO",521370,2009
"ADIS ABEBA","LIDETA",217019,2009
"ADIS ABEBA","NEFAS SILK-LAFTO",336792,2009
"ADIS ABEBA","YEKA",412324,2009
"AFAR","ZONE 1",451005,2009
"AFAR","ZONE 2",434483,2009
"AFAR","ZONE 3",230251,2009
"AFAR","ZONE 4",303022,2009
"AFAR","ZONE 5",184565,2009
"AMARA","ARGOBA SPECIAL ZONE",38663,2009
"AMARA","AWI-ZONE",1097773,2009
"AMARA","BAHIR DAR SPECIAL ZONE",272355,2009
"AMARA","EAST GOJJAM",2402894,2009
"AMARA","NORTH GONDAR",3329735,2009
"AMARA","NORTH SHEWA",2015238,2009
"AMARA","NORTH WELLO",1658945,2009
"AMARA","OROMIYA",496584,2009
"AMARA","SOUTH GONDAR",2257273,2009
"AMARA","SOUTH WELLO",2770959,2009
"AMARA","WAGHEMIRA",482534,2009
"AMARA","WEST GOJJAM",2325987,2009
"BINSHANGUL GUMUZ","ASOSSA",363248,2009
"BINSHANGUL GUMUZ","KEMASHI",237859,2009
"BINSHANGUL GUMUZ","METEKEL",323329,2009
"DIR? DAWA","DIR? DAWA",349744,2009
"DIR? DAWA","DIR? DAWA TOWN",36814,2009
"GAMB?LA HIZBOCH","AGNEWAK",115154,2009
"GAMB?LA HIZBOCH","MEZHENGER",107866,2009
"GAMB?LA HIZBOCH","NUWER",133967,2009
"HARERI HIZB","HARERI HIZB",207130,2009
"OROMIYA","ADAMA SPECIAL ZONE",249802,2009
"OROMIYA","ARSI",2982429,2009
"OROMIYA","BALE",1643819,2009
"OROMIYA","BORENA",1115998,2009
"OROMIYA","BURAYU SPECIAL ZONE",73758,2009
"OROMIYA","EAST HARARGE",3112344,2009
"OROMIYA","EAST SHEWA",1536709,2009
"OROMIYA","EAST WELLEGA",1379572,2009
"OROMIYA","GUJI",1633453,2009
"OROMIYA","HORO GUDRU WELEGA",642384,2009
"OROMIYA","ILU ABA BORA",1462113,2009
"OROMIYA","JIMA SPECIAL ZONE",135808,2009
"OROMIYA","JIMMA",2710705,2009
"OROMIYA","KELEM WELEGA",911159,2009
"OROMIYA","NORTH SHEWA",1586005,2009
"OROMIYA","SOUTH WEST SHEWA",1241548,2009
"OROMIYA","WEST ARSI",2263649,2009
"OROMIYA","WEST HARARGE",2135018,2009
"OROMIYA","WEST SHEWA",2327646,2009
"OROMIYA","WEST WELLEGA",1550486,2009
"SUMAL?","AFDER",675755,2009
"SUMAL?","DEGEHABUR",559736,2009
"SUMAL?","FIK",401107,2009
"SUMAL?","GODE",558243,2009
"SUMAL?","JIJIGA",1096326,2009
"SUMAL?","KORAHE",350700,2009
"SUMAL?","LIBEN",601886,2009
"SUMAL?","SHINILE",521641,2009
"SUMAL?","WARDER",330532,2009
"TIGRAY","CENTRAL TIGRAY",1393292,2009
"TIGRAY","EASTERN TIGRAY",837924,2009
"TIGRAY","MEKELE SPECIAL",263336,2009
"TIGRAY","NORTH WESTERN TIGRAY",827848,2009
"TIGRAY","SOUTHERN TIGRAY",1117535,2009
"TIGRAY","WESTERN TIGRAY",417083,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",782467,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",747457,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1816652,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",969168,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1394335,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1375326,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",304413,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",999412,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",756198,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",228253,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",3398472,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1110203,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",672176,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1673784,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",777600,2009
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",65095,2009
"ADIS ABEBA","ADDIS KETEMA",276013,2010
"ADIS ABEBA","AKAKI KALITI",223962,2010
"ADIS ABEBA","ARADA",212952,2010
"ADIS ABEBA","BOLE",393037,2010
"ADIS ABEBA","GULELE",288657,2010
"ADIS ABEBA","KIRKOS",239277,2010
"ADIS ABEBA","KOLFE KERANIYO",555010,2010
"ADIS ABEBA","LIDETA",217911,2010
"ADIS ABEBA","NEFAS SILK-LAFTO",336512,2010
"ADIS ABEBA","YEKA",434382,2010
"AFAR","ZONE 1",460876,2010
"AFAR","ZONE 2",463622,2010
"AFAR","ZONE 3",239810,2010
"AFAR","ZONE 4",324533,2010
"AFAR","ZONE 5",179341,2010
"AMARA","ARGOBA SPECIAL ZONE",39319,2010
"AMARA","AWI-ZONE",1122247,2010
"AMARA","BAHIR DAR SPECIAL ZONE",291211,2010
"AMARA","EAST GOJJAM",2455124,2010
"AMARA","NORTH GONDAR",3434023,2010
"AMARA","NORTH SHEWA",2042433,2010
"AMARA","NORTH WELLO",1687954,2010
"AMARA","OROMIYA",500879,2010
"AMARA","SOUTH GONDAR",2291310,2010
"AMARA","SOUTH WELLO",2812980,2010
"AMARA","WAGHEMIRA",496510,2010
"AMARA","WEST GOJJAM",2366917,2010
"BINSHANGUL GUMUZ","ASOSSA",379641,2010
"BINSHANGUL GUMUZ","KEMASHI",253062,2010
"BINSHANGUL GUMUZ","METEKEL",338002,2010
"DIR? DAWA","DIR? DAWA",357030,2010
"DIR? DAWA","DIR? DAWA TOWN",40848,2010
"GAMB?LA HIZBOCH","AGNEWAK",120223,2010
"GAMB?LA HIZBOCH","MEZHENGER",111182,2010
"GAMB?LA HIZBOCH","NUWER",140754,2010
"HARERI HIZB","HARERI HIZB",212858,2010
"OROMIYA","ADAMA SPECIAL ZONE",257264,2010
"OROMIYA","ARSI",3066889,2010
"OROMIYA","BALE",1720607,2010
"OROMIYA","BORENA",1161907,2010
"OROMIYA","BURAYU SPECIAL ZONE",76599,2010
"OROMIYA","EAST HARARGE",3219087,2010
"OROMIYA","EAST SHEWA",1581816,2010
"OROMIYA","EAST WELLEGA",1422030,2010
"OROMIYA","GUJI",1711288,2010
"OROMIYA","HORO GUDRU WELEGA",659525,2010
"OROMIYA","ILU ABA BORA",1517153,2010
"OROMIYA","JIMA SPECIAL ZONE",139182,2010
"OROMIYA","JIMMA",2772833,2010
"OROMIYA","KELEM WELEGA",941634,2010
"OROMIYA","NORTH SHEWA",1615235,2010
"OROMIYA","SOUTH WEST SHEWA",1275143,2010
"OROMIYA","WEST ARSI",2349370,2010
"OROMIYA","WEST HARARGE",2205038,2010
"OROMIYA","WEST SHEWA",2393717,2010
"OROMIYA","WEST WELLEGA",1612460,2010
"SUMAL?","AFDER",711440,2010
"SUMAL?","DEGEHABUR",585457,2010
"SUMAL?","FIK",416535,2010
"SUMAL?","GODE",594133,2010
"SUMAL?","JIJIGA",1129081,2010
"SUMAL?","KORAHE",359446,2010
"SUMAL?","LIBEN",615073,2010
"SUMAL?","SHINILE",539219,2010
"SUMAL?","WARDER",332518,2010
"TIGRAY","CENTRAL TIGRAY",1425227,2010
"TIGRAY","EASTERN TIGRAY",853855,2010
"TIGRAY","MEKELE SPECIAL",280772,2010
"TIGRAY","NORTH WESTERN TIGRAY",848689,2010
"TIGRAY","SOUTHERN TIGRAY",1139249,2010
"TIGRAY","WESTERN TIGRAY",436085,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",827900,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",782288,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1875719,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1002093,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1408706,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1406151,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",318989,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1032858,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",771017,2010
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",236163,2010
